,director_name,Film,gross,genres,duration,plot_keywords,Year,Award,Name
614,James Algar,Fantasia,76400000.0,Animation|Family|Fantasy|Music,120.0,apprentice|classical music|disney|mouse|orchestra,1941,Special Award,"Walt Disney, William Garity, John N. A. Hawkins and the RCA Manufacturing Company"
615,Tay Garnett,The Valley of Decision,,Drama,119.0,immigrant|maid|steel mill|strike|union,1945,Actress,Greer Garson
616,William Wyler,The Best Years of Our Lives,23650000.0,Drama|Romance|War,172.0,love|pity|readjusting to civilian life|veteran|world war two veteran,1946,Actor,Fredric March
617,William Wyler,The Best Years of Our Lives,23650000.0,Drama|Romance|War,172.0,love|pity|readjusting to civilian life|veteran|world war two veteran,1946,Actor in a Supporting Role,Harold Russell
618,William Wyler,The Best Years of Our Lives,23650000.0,Drama|Romance|War,172.0,love|pity|readjusting to civilian life|veteran|world war two veteran,1946,Special Award,Harold Russell
619,Robert Mulligan,To Kill a Mockingbird,,Crime|Drama,129.0,1930s|alabama|lawyer|six year old|trial,1962,Actor,Gregory Peck
620,Robert Mulligan,To Kill a Mockingbird,,Crime|Drama,129.0,1930s|alabama|lawyer|six year old|trial,1962,Actress in a Supporting Role,Mary Badham
621,Kimberly Peirce,Boys Don't Cry,11533945.0,Biography|Crime|Drama|Romance,118.0,drinking|female dressed as male|love|nebraska|transgender,1999,Actress in a Leading Role,Hilary Swank
622,Kimberly Peirce,Boys Don't Cry,11533945.0,Biography|Crime|Drama|Romance,118.0,drinking|female dressed as male|love|nebraska|transgender,1999,Actress in a Supporting Role,Chloë Sevigny
623,Robert Rossen,The Hustler,,Drama|Sport,134.0,drink|manager|money|partner|pool hall,1961,Actor,Paul Newman
624,Robert Rossen,The Hustler,,Drama|Sport,134.0,drink|manager|money|partner|pool hall,1961,Actor in a Supporting Role,Jackie Gleason
625,Robert Rossen,The Hustler,,Drama|Sport,134.0,drink|manager|money|partner|pool hall,1961,Actor in a Supporting Role,George C. Scott
626,Robert Rossen,The Hustler,,Drama|Sport,134.0,drink|manager|money|partner|pool hall,1961,Actress,Piper Laurie
627,Catherine Hardwicke,Thirteen,4599680.0,Drama,100.0,13 year olds|adolescence|friend|peer pressure|teacher,2003,Actress in a Supporting Role,Holly Hunter
628,Elia Kazan,Gentleman's Agreement,,Drama|Romance,118.0,bigotry|jewish|prejudice|racism|writer,1947,Actor,Gregory Peck
629,Elia Kazan,Gentleman's Agreement,,Drama|Romance,118.0,bigotry|jewish|prejudice|racism|writer,1947,Actress,Dorothy McGuire
630,Elia Kazan,Gentleman's Agreement,,Drama|Romance,118.0,bigotry|jewish|prejudice|racism|writer,1947,Actress in a Supporting Role,Celeste Holm
631,Elia Kazan,Gentleman's Agreement,,Drama|Romance,118.0,bigotry|jewish|prejudice|racism|writer,1947,Actress in a Supporting Role,Anne Revere
632,Debra Granik,Winter's Bone,6531491.0,Drama,100.0,bail|crystal meth|family relationships|female protagonist|search for father,2010,Actor in a Supporting Role,John Hawkes
633,Debra Granik,Winter's Bone,6531491.0,Drama,100.0,bail|crystal meth|family relationships|female protagonist|search for father,2010,Actress in a Leading Role,Jennifer Lawrence
634,Elia Kazan,A Streetcar Named Desire,,Drama,125.0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,1951,Actor,Marlon Brando
635,Elia Kazan,A Streetcar Named Desire,,Drama,125.0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,1951,Actor in a Supporting Role,Karl Malden
636,Elia Kazan,A Streetcar Named Desire,,Drama,125.0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,1951,Actress,Vivien Leigh
637,Elia Kazan,A Streetcar Named Desire,,Drama,125.0,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape,1951,Actress in a Supporting Role,Kim Hunter
638,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,Comedy,95.0,bomber|doomsday|general|u.s. president|war room,1964,Actor,Peter Sellers
639,Benh Zeitlin,Beasts of the Southern Wild,12784397.0,Drama|Fantasy,93.0,auroch|community|hospital|illness|six year old,2012,Actress in a Leading Role,Quvenzhané Wallis
640,Todd Field,In the Bedroom,35918429.0,Crime|Drama,138.0,doctor|maine|only son|school choir|summer,2001,Actor in a Leading Role,Tom Wilkinson
641,Todd Field,In the Bedroom,35918429.0,Crime|Drama,138.0,doctor|maine|only son|school choir|summer,2001,Actress in a Leading Role,Sissy Spacek
642,Todd Field,In the Bedroom,35918429.0,Crime|Drama,138.0,doctor|maine|only son|school choir|summer,2001,Actress in a Supporting Role,Marisa Tomei
643,Frank Capra,You Can't Take It with You,,Comedy|Drama|Romance,126.0,eccentric|friend|house|monopoly|stenographer,1938,Actress in a Supporting Role,Spring Byington
644,Fred Zinnemann,From Here to Eternity,,Drama|Romance|War,118.0,boxing|captain|hawaii|love|sergeant,1953,Actor,Montgomery Clift
645,Fred Zinnemann,From Here to Eternity,,Drama|Romance|War,118.0,boxing|captain|hawaii|love|sergeant,1953,Actor,Burt Lancaster
646,Fred Zinnemann,From Here to Eternity,,Drama|Romance|War,118.0,boxing|captain|hawaii|love|sergeant,1953,Actor in a Supporting Role,Frank Sinatra
647,Fred Zinnemann,From Here to Eternity,,Drama|Romance|War,118.0,boxing|captain|hawaii|love|sergeant,1953,Actress,Deborah Kerr
648,Fred Zinnemann,From Here to Eternity,,Drama|Romance|War,118.0,boxing|captain|hawaii|love|sergeant,1953,Actress in a Supporting Role,Donna Reed
649,Frank Capra,Mr. Smith Goes to Washington,,Comedy|Drama,120.0,camp|corruption|governor|senate|u.s. senate,1939,Actor,James Stewart
650,Frank Capra,Mr. Smith Goes to Washington,,Comedy|Drama,120.0,camp|corruption|governor|senate|u.s. senate,1939,Actor in a Supporting Role,Harry Carey
651,Frank Capra,Mr. Smith Goes to Washington,,Comedy|Drama,120.0,camp|corruption|governor|senate|u.s. senate,1939,Actor in a Supporting Role,Claude Rains
652,Alfred Hitchcock,Spellbound,,Film-Noir|Mystery|Romance|Thriller,95.0,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder,1945,Actor in a Supporting Role,Michael Chekhov
653,William Cottrell,Snow White and the Seven Dwarfs,184925485.0,Animation|Family|Fantasy|Musical,83.0,dwarf|love|princess|queen|snow white,1938,Special Award,Walt Disney
654,Alfred Hitchcock,Rebecca,,Drama|Film-Noir|Mystery|Thriller,130.0,death|estate|housekeeper|love|monte carlo,1940,Actor,Laurence Olivier
655,Alfred Hitchcock,Rebecca,,Drama|Film-Noir|Mystery|Thriller,130.0,death|estate|housekeeper|love|monte carlo,1940,Actress,Joan Fontaine
656,Alfred Hitchcock,Rebecca,,Drama|Film-Noir|Mystery|Thriller,130.0,death|estate|housekeeper|love|monte carlo,1940,Actress in a Supporting Role,Judith Anderson
657,Billy Wilder,The Lost Weekend,,Drama|Film-Noir,101.0,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,1945,Actor,Ray Milland
658,John Ford,How Green Was My Valley,,Drama|Family,118.0,coal mine|girl|school|village|wales,1941,Actor in a Supporting Role,Donald Crisp
659,John Ford,How Green Was My Valley,,Drama|Family,118.0,coal mine|girl|school|village|wales,1941,Actress in a Supporting Role,Sara Allgood
660,Kenneth Lonergan,You Can Count on Me,9180275.0,Drama,111.0,bank|car accident|cheating husband|new york|single mother,2000,Actress in a Leading Role,Laura Linney
661,Michael Curtiz,Casablanca,,Drama|Romance|War,82.0,american expatriate|casablanca morocco|gestapo|police|visa,1943,Actor,Humphrey Bogart
662,Michael Curtiz,Casablanca,,Drama|Romance|War,82.0,american expatriate|casablanca morocco|gestapo|police|visa,1943,Actor in a Supporting Role,Claude Rains
663,John G. Avildsen,Rocky,117235247.0,Drama|Sport,145.0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,1976,Actor in a Leading Role,Sylvester Stallone
664,John G. Avildsen,Rocky,117235247.0,Drama|Sport,145.0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,1976,Actor in a Supporting Role,Burgess Meredith
665,John G. Avildsen,Rocky,117235247.0,Drama|Sport,145.0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,1976,Actor in a Supporting Role,Burt Young
666,John G. Avildsen,Rocky,117235247.0,Drama|Sport,145.0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,1976,Actress in a Leading Role,Talia Shire
667,Tony Richardson,Tom Jones,,Adventure|Comedy|History,121.0,18th century|rags to riches|secret letter|squire|tutor,1963,Actor,Albert Finney
668,Tony Richardson,Tom Jones,,Adventure|Comedy|History,121.0,18th century|rags to riches|secret letter|squire|tutor,1963,Actor in a Supporting Role,Hugh Griffith
669,Tony Richardson,Tom Jones,,Adventure|Comedy|History,121.0,18th century|rags to riches|secret letter|squire|tutor,1963,Actress in a Supporting Role,Diane Cilento
670,Tony Richardson,Tom Jones,,Adventure|Comedy|History,121.0,18th century|rags to riches|secret letter|squire|tutor,1963,Actress in a Supporting Role,Dame Edith Evans
671,Tony Richardson,Tom Jones,,Adventure|Comedy|History,121.0,18th century|rags to riches|secret letter|squire|tutor,1963,Actress in a Supporting Role,Joyce Redman
672,Martin Scorsese,Taxi Driver,,Crime|Drama,110.0,loner|neo noir|night shift|taxi driver|vigilante,1976,Actor in a Leading Role,Robert De Niro
673,Martin Scorsese,Taxi Driver,,Crime|Drama,110.0,loner|neo noir|night shift|taxi driver|vigilante,1976,Actress in a Supporting Role,Jodie Foster
674,Derek Cianfrance,Blue Valentine,9701559.0,Drama|Romance,112.0,dog hit by a car|dysfunctional family|falling in love|female in shower|unhappily married woman,2010,Actress in a Leading Role,Michelle Williams
675,Duncan Tucker,Transamerica,9013113.0,Adventure|Comedy|Drama,103.0,bail|male full frontal nudity|sex change|stepfather|transsexual,2005,Actress in a Leading Role,Felicity Huffman
676,Allan Dwan,Sands of Iwo Jima,,Action|Drama|Romance|War,109.0,battle|combat|heroic military|sergeant|tarawa,1949,Actor,John Wayne
677,Ben Lewin,The Sessions,5997134.0,Biography|Comedy|Drama|Romance,95.0,falling in love|iron lung|priest|sex surrogate|therapist,2012,Actress in a Supporting Role,Helen Hunt
678,Courtney Hunt,Frozen River,2508841.0,Crime|Drama,97.0,border|mohawk|money|new york|river,2008,Actress in a Leading Role,Melissa Leo
679,Ralph Nelson,Charly,,Drama|Romance|Sci-Fi,103.0,disability|experiment|genius|intelligence|mouse,1968,Actor,Cliff Robertson
680,Elia Kazan,On the Waterfront,9600000.0,Crime|Drama|Romance,108.0,death|dock|longshoreman|murder|union,1954,Actor,Marlon Brando
681,Elia Kazan,On the Waterfront,9600000.0,Crime|Drama|Romance,108.0,death|dock|longshoreman|murder|union,1954,Actor in a Supporting Role,Lee J. Cobb
682,Elia Kazan,On the Waterfront,9600000.0,Crime|Drama|Romance,108.0,death|dock|longshoreman|murder|union,1954,Actor in a Supporting Role,Karl Malden
683,Elia Kazan,On the Waterfront,9600000.0,Crime|Drama|Romance,108.0,death|dock|longshoreman|murder|union,1954,Actor in a Supporting Role,Rod Steiger
684,Elia Kazan,On the Waterfront,9600000.0,Crime|Drama|Romance,108.0,death|dock|longshoreman|murder|union,1954,Actress in a Supporting Role,Eva Marie Saint
685,George Lucas,American Graffiti,115000000.0,Comedy|Drama|Music,112.0,california|car|drag racing|high school|rock 'n' roll,1973,Actress in a Supporting Role,Candy Clark
686,Fred Zinnemann,High Noon,,Thriller|Western,85.0,appeasement|frontier justice|justice|one against many|street shootout,1952,Actor,Gary Cooper
687,Ryan Fleck,Half Nelson,2694973.0,Drama,106.0,bathroom|classroom|dialectics|drugs|student,2006,Actor in a Leading Role,Ryan Gosling
688,Amy Holden Jones,Love Letters,,Drama|Romance,88.0,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,1945,Actress,Jennifer Jones
689,Harry Beaumont,The Broadway Melody,2808000.0,Musical|Romance,100.0,sibling rivalry|singer|sister act|whistling|wisecrack humor,1928/1929,Actress,Bessie Love
690,Harry Beaumont,The Broadway Melody,2808000.0,Musical|Romance,100.0,sibling rivalry|singer|sister act|whistling|wisecrack humor,1928/1929,Directing,Harry Beaumont
691,Harry Beaumont,The Broadway Melody,2808000.0,Musical|Romance,100.0,sibling rivalry|singer|sister act|whistling|wisecrack humor,1928/1929,Outstanding Picture,Metro-Goldwyn-Mayer
692,Frank Capra,It Happened One Night,,Comedy|Romance,65.0,bus|detective|love|money|reporter,1934,Actor,Clark Gable
693,Frank Capra,It Happened One Night,,Comedy|Romance,65.0,bus|detective|love|money|reporter,1934,Actress,Claudette Colbert
694,Gavin O'Connor,Tumbleweeds,1281176.0,Comedy|Drama,102.0,boss|fight|reference to william shakespeare|white trash|written and directed by cast member,1999,Actress in a Leading Role,Janet McTeer
695,Peter Hedges,Pieces of April,2360184.0,Comedy|Drama,80.0,apartment|oven|stove|thanksgiving|thanksgiving dinner,2003,Actress in a Supporting Role,Patricia Clarkson
