,director_name,Film,gross,genres,duration,plot_keywords,Year,Award,Name
441,Martin Scorsese,The Color of Money,52293982.0,Drama|Sport,119.0,hustler|losing|pool|pool player|tournament,1986,Actress in a Supporting Role,Mary Elizabeth Mastrantonio
442,Carol Reed,Oliver!,16800000.0,Drama|Family|Musical,153.0,abuse|child|orphan|orphanage|pickpocket,1968,Actor,Ron Moody
443,Carol Reed,Oliver!,16800000.0,Drama|Family|Musical,153.0,abuse|child|orphan|orphanage|pickpocket,1968,Actor in a Supporting Role,Jack Wild
444,Carol Reed,Oliver!,16800000.0,Drama|Family|Musical,153.0,abuse|child|orphan|orphanage|pickpocket,1968,Honorary Award,Onna White
445,Simon Curtis,My Week with Marilyn,14597405.0,Biography|Drama,99.0,actress|assistant director|blonde bombshell|movie star|wardrobe,2011,Actor in a Supporting Role,Kenneth Branagh
446,Simon Curtis,My Week with Marilyn,14597405.0,Biography|Drama,99.0,actress|assistant director|blonde bombshell|movie star|wardrobe,2011,Actress in a Leading Role,Michelle Williams
447,Tony Kaye,American History X,6712241.0,Crime|Drama,101.0,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,1998,Actor in a Leading Role,Edward Norton
448,Timothy BjÌ¦rklund,Teacher's Pet,6491350.0,Animation|Comedy|Family|Fantasy|Musical,74.0,dog|florida|mad scientist|school|teacher,1958,Actor in a Supporting Role,Gig Young
449,David Lynch,The Straight Story,6197866.0,Biography|Drama,112.0,cane|iowa|lawn mower|tractor|wisconsin,1999,Actor in a Leading Role,Richard Farnsworth
450,Paul Haggis,Crash,54557348.0,Crime|Drama|Thriller,115.0,race relations|racism|racist|social problem|stereotype,2005,Actor in a Supporting Role,Matt Dillon
451,Paul Haggis,Crash,54557348.0,Crime|Drama|Thriller,115.0,race relations|racism|racist|social problem|stereotype,2005,Actor in a Supporting Role,Matt Dillon
452,Chris Weitz,A Better Life,1754319.0,Drama|Romance,98.0,gang|gardener|money|police|truck,2011,Actor in a Leading Role,Demián Bichir
453,Michael Haneke,Amour,225377.0,Drama|Romance,127.0,aging|daughter|old couple|old love|stroke,2012,Actress in a Leading Role,Emmanuelle Riva
454,Pedro AlmodÌ_var,Volver,12899702.0,Comedy|Crime|Drama|Mystery,121.0,abusive father|child abuse|death|rape|secret,2006,Actress in a Leading Role,Penélope Cruz
455,Richard Loncraine,Richard III,2600000.0,Drama|War,104.0,1930s|abuse of power|england|king|murder,1956,Actor,Sir Laurence Olivier
456,Norman Jewison,Fiddler on the Roof,50000000.0,Drama|Family|Musical|Romance,181.0,immigration|jewish|pogrom|tradition|tradition versus modernity,1971,Actor,Topol
457,Norman Jewison,Fiddler on the Roof,50000000.0,Drama|Family|Musical|Romance,181.0,immigration|jewish|pogrom|tradition|tradition versus modernity,1971,Actor in a Supporting Role,Leonard Frey
458,Malcolm D. Lee,The Best Man,34074895.0,Comedy|Drama,120.0,african american|bachelor party|brooklyn bridge|family relationships|stripper,1964,Actor in a Supporting Role,Lee Tracy
459,Rod Lurie,The Contender,17804273.0,Drama|Thriller,126.0,bridge|governor|political thriller|president|vice president,2000,Actor in a Supporting Role,Jeff Bridges
460,Rod Lurie,The Contender,17804273.0,Drama|Thriller,126.0,bridge|governor|political thriller|president|vice president,2000,Actress in a Leading Role,Joan Allen
461,Kenneth Branagh,Henry V,10161099.0,Action|Biography|Drama|History|Romance|War,137.0,battle|battle of agincourt|king|shakespeare play|sword and shield,1946,Actor,Laurence Olivier
462,Kenneth Branagh,Henry V,10161099.0,Action|Biography|Drama|History|Romance|War,137.0,battle|battle of agincourt|king|shakespeare play|sword and shield,1946,Special Award,Laurence Olivier
463,Kenneth Branagh,Henry V,10161099.0,Action|Biography|Drama|History|Romance|War,137.0,battle|battle of agincourt|king|shakespeare play|sword and shield,1989,Actor in a Leading Role,Kenneth Branagh
464,Tamara Jenkins,The Savages,6610326.0,Comedy|Drama,114.0,arizona|dementia|married man|sun city arizona|writing,2007,Actress in a Leading Role,Laura Linney
465,Scott Cooper,Crazy Heart,39462438.0,Drama|Music|Romance,112.0,country music|country western singer|journalist|musician|singer,2009,Actor in a Leading Role,Jeff Bridges
466,Scott Cooper,Crazy Heart,39462438.0,Drama|Music|Romance,112.0,country music|country western singer|journalist|musician|singer,2009,Actress in a Supporting Role,Maggie Gyllenhaal
467,Mark Rydell,The Rose,29200000.0,Drama|Music|Romance,125.0,awol|demand|driver|drugs|roses,1979,Actor in a Supporting Role,Frederic Forrest
468,Mark Rydell,The Rose,29200000.0,Drama|Music|Romance,125.0,awol|demand|driver|drugs|roses,1979,Actress in a Leading Role,Bette Midler
469,Mervyn LeRoy,Quo Vadis,,Biography|Drama|History|Romance,171.0,christian|emperor|general|hostage|nero,1951,Actor in a Supporting Role,Leo Genn
470,Mervyn LeRoy,Quo Vadis,,Biography|Drama|History|Romance,171.0,christian|emperor|general|hostage|nero,1951,Actor in a Supporting Role,Peter Ustinov
471,Quentin Tarantino,Pulp Fiction,107930000.0,Crime|Drama,178.0,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,1994,Actor in a Leading Role,John Travolta
472,Quentin Tarantino,Pulp Fiction,107930000.0,Crime|Drama,178.0,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,1994,Actor in a Supporting Role,Samuel L. Jackson
473,Quentin Tarantino,Pulp Fiction,107930000.0,Crime|Drama,178.0,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,1994,Actress in a Supporting Role,Uma Thurman
474,Robert Wise,The Sound of Music,163214286.0,Biography|Drama|Family|Musical|Romance,174.0,austria|children|governess|love|orchestral music score,1965,Actress,Julie Andrews
475,Robert Wise,The Sound of Music,163214286.0,Biography|Drama|Family|Musical|Romance,174.0,austria|children|governess|love|orchestral music score,1965,Actress in a Supporting Role,Peggy Wood
476,Jonathan Dayton,Little Miss Sunshine,59889948.0,Comedy|Drama,101.0,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,2006,Actor in a Supporting Role,Alan Arkin
477,Jonathan Dayton,Little Miss Sunshine,59889948.0,Comedy|Drama,101.0,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,2006,Actress in a Supporting Role,Abigail Breslin
478,E. Elias Merhige,Shadow of the Vampire,8279017.0,Drama|Horror,92.0,actor|breasts|film actress|nosferatu|vampire,2000,Actor in a Supporting Role,Willem Dafoe
479,James Ivory,Howards End,25967000.0,Drama|Romance,140.0,england|friendship|prejudice|upper class|working class,1992,Actress in a Leading Role,Emma Thompson
480,James Ivory,Howards End,25967000.0,Drama|Romance,140.0,england|friendship|prejudice|upper class|working class,1992,Actress in a Supporting Role,Vanessa Redgrave
481,Bruce Beresford,Driving Miss Daisy,106593296.0,Comedy|Drama|Family,99.0,1950s|african american|jewish|old age|widow,1989,Actor in a Leading Role,Morgan Freeman
482,Bruce Beresford,Driving Miss Daisy,106593296.0,Comedy|Drama|Family,99.0,1950s|african american|jewish|old age|widow,1989,Actor in a Supporting Role,Dan Aykroyd
483,Bruce Beresford,Driving Miss Daisy,106593296.0,Comedy|Drama|Family,99.0,1950s|african american|jewish|old age|widow,1989,Actress in a Leading Role,Jessica Tandy
484,Lone Scherfig,An Education,12574715.0,Drama,100.0,1960s|age difference|france|loss of virginity|oxford,2009,Actress in a Leading Role,Carey Mulligan
485,Rodrigo GarcÌ_a,Albert Nobbs,3014541.0,Drama,113.0,19th century|hotel|painter|waiter|woman pretending to be a man,2011,Actress in a Leading Role,Glenn Close
486,Rodrigo GarcÌ_a,Albert Nobbs,3014541.0,Drama,113.0,19th century|hotel|painter|waiter|woman pretending to be a man,2011,Actress in a Supporting Role,Janet McTeer
487,Daniel Barber,Harry Brown,1818681.0,Action|Crime|Drama|Thriller,97.0,bayonet|death|police|self defense|widower,1949,Writing (Motion Picture Story),Sands of Iwo Jima 
488,Jason Reitman,Juno,143492840.0,Comedy|Drama|Romance,96.0,adoption|baby|friend|pregnancy|school,2007,Actress in a Leading Role,Ellen Page
489,Jason Reitman,Juno,143492840.0,Comedy|Drama|Romance,96.0,adoption|baby|friend|pregnancy|school,2007,Actress in a Leading Role,Ellen Page
490,Francis Ford Coppola,The Godfather,134821952.0,Crime|Drama,175.0,crime family|mafia|organized crime|patriarch|rise to power,1972,Actor,Marlon Brando
491,Francis Ford Coppola,The Godfather,134821952.0,Crime|Drama,175.0,crime family|mafia|organized crime|patriarch|rise to power,1972,Actor in a Supporting Role,James Caan
492,Francis Ford Coppola,The Godfather,134821952.0,Crime|Drama,175.0,crime family|mafia|organized crime|patriarch|rise to power,1972,Actor in a Supporting Role,Robert Duvall
493,Francis Ford Coppola,The Godfather,134821952.0,Crime|Drama,175.0,crime family|mafia|organized crime|patriarch|rise to power,1972,Actor in a Supporting Role,Al Pacino
494,Jane Campion,The Piano,40158000.0,Drama|Music|Romance,121.0,adultery|daughter|male rear nudity|new zealand|piano,1993,Actress in a Leading Role,Holly Hunter
495,Jane Campion,The Piano,40158000.0,Drama|Music|Romance,121.0,adultery|daughter|male rear nudity|new zealand|piano,1993,Actress in a Supporting Role,Anna Paquin
496,George Clooney,"Good Night, and Good Luck.",31501218.0,Biography|Drama|History,93.0,cbs|expose|fear|paranoia|reporter,2005,Actor in a Leading Role,David Strathairn
497,Bennett Miller,Capote,28747570.0,Biography|Crime|Drama,110.0,book|holcomb kansas|kansas|killer|truman capote,2005,Actor in a Leading Role,Philip Seymour Hoffman
498,Bennett Miller,Capote,28747570.0,Biography|Crime|Drama,110.0,book|holcomb kansas|kansas|killer|truman capote,2005,Actress in a Supporting Role,Catherine Keener
499,Tom Ford,A Single Man,9166863.0,Drama|Romance,99.0,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,2009,Actor in a Leading Role,Colin Firth
500,Oren Moverman,The Messenger,66637.0,Drama|Romance|War,105.0,captain|casualty notification|casualty notification team|sergeant|staff sergeant,2009,Actor in a Supporting Role,Woody Harrelson
501,Oliver Stone,Platoon,137963328.0,Drama|War,120.0,1960s|famous score|hero|vietnam|vietnam war,1986,Actor in a Supporting Role,Tom Berenger
502,Oliver Stone,Platoon,137963328.0,Drama|War,120.0,1960s|famous score|hero|vietnam|vietnam war,1986,Actor in a Supporting Role,Willem Dafoe
503,Robert Stevenson,Mary Poppins,102300000.0,Comedy|Family|Fantasy|Musical,139.0,banker|female protagonist|live action and animation|magic|nanny,1964,Actress,Julie Andrews
504,Robert Redford,Ordinary People,54800000.0,Drama,124.0,choir|death|friend|suicide|therapy,1980,Actor in a Supporting Role,Judd Hirsch
505,Robert Redford,Ordinary People,54800000.0,Drama,124.0,choir|death|friend|suicide|therapy,1980,Actor in a Supporting Role,Timothy Hutton
506,Robert Redford,Ordinary People,54800000.0,Drama,124.0,choir|death|friend|suicide|therapy,1980,Actress in a Leading Role,Mary Tyler Moore
507,Jerome Robbins,West Side Story,43650000.0,Crime|Drama|Musical|Romance|Thriller,152.0,dance|gang|new york city|puerto rican|tragedy,1961,Actor in a Supporting Role,George Chakiris
508,Jerome Robbins,West Side Story,43650000.0,Crime|Drama|Musical|Romance|Thriller,152.0,dance|gang|new york city|puerto rican|tragedy,1961,Actress in a Supporting Role,Rita Moreno
509,Bryan Singer,The Usual Suspects,23272306.0,Crime|Drama|Mystery|Thriller,106.0,criminal|dirty cop|flashback|limping|suspect,1995,Actor in a Supporting Role,Kevin Spacey
510,Darren Aronofsky,The Wrestler,26236603.0,Drama|Sport,109.0,heart attack|stripper|supermarket|wrestler|wrestling,2008,Actor in a Leading Role,Mickey Rourke
511,Darren Aronofsky,The Wrestler,26236603.0,Drama|Sport,109.0,heart attack|stripper|supermarket|wrestler|wrestling,2008,Actress in a Supporting Role,Marisa Tomei
512,King Vidor,Duel in the Sun,20400000.0,Drama|Romance|Western,144.0,box office hit|half breed|infidelity|shooting|texas,1946,Actress,Jennifer Jones
513,King Vidor,Duel in the Sun,20400000.0,Drama|Romance|Western,144.0,box office hit|half breed|infidelity|shooting|texas,1946,Actress in a Supporting Role,Lillian Gish
514,Kevin Macdonald,The Last King of Scotland,17605861.0,Biography|Drama|History|Thriller,121.0,1970s|assassination|doctor|scottish|ugandan,2006,Actor in a Leading Role,Forest Whitaker
515,Ed Harris,Pollock,8596914.0,Biography|Drama,122.0,1940s|artist|drinking|life magazine|painter,2000,Actor in a Leading Role,Ed Harris
516,Ed Harris,Pollock,8596914.0,Biography|Drama,122.0,1940s|artist|drinking|life magazine|painter,2000,Actress in a Supporting Role,Marcia Gay Harden
517,Mark Herman,Little Voice,4595000.0,Comedy|Drama|Music|Romance,97.0,mother|recluse|shy|singer|talent,1998,Actress in a Supporting Role,Brenda Blethyn
518,Fred Zinnemann,Julia,,Drama,117.0,1930s|female protagonist|nazi|romantic friendship|writer,1977,Actor in a Supporting Role,Jason Robards
519,Fred Zinnemann,Julia,,Drama,117.0,1930s|female protagonist|nazi|romantic friendship|writer,1977,Actor in a Supporting Role,Maximilian Schell
520,Fred Zinnemann,Julia,,Drama,117.0,1930s|female protagonist|nazi|romantic friendship|writer,1977,Actress in a Leading Role,Jane Fonda
521,Fred Zinnemann,Julia,,Drama,117.0,1930s|female protagonist|nazi|romantic friendship|writer,1977,Actress in a Supporting Role,Vanessa Redgrave
522,George Roy Hill,The Sting,159600000.0,Comedy|Crime|Drama,129.0,con|con man|courier|long con|murder,1973,Actor,Robert Redford
523,Hugh Hudson,Chariots of Fire,58800000.0,Biography|Drama|Sport,125.0,athlete|jew|missionary|olympic games|race,1981,Actor in a Supporting Role,Ian Holm
524,Scott Hicks,Shine,35811509.0,Biography|Drama|Music|Romance,105.0,abuse|australia|concert|pianist|piano,1996,Actor in a Leading Role,Geoffrey Rush
525,Scott Hicks,Shine,35811509.0,Biography|Drama|Music|Romance,105.0,abuse|australia|concert|pianist|piano,1996,Actor in a Supporting Role,Armin Mueller-Stahl
526,Richard Eyre,Iris,1292119.0,Biography|Drama|Romance,91.0,alzheimer's disease|book|love|novelist|writer,2001,Actor in a Supporting Role,Jim Broadbent
527,Richard Eyre,Iris,1292119.0,Biography|Drama|Romance,91.0,alzheimer's disease|book|love|novelist|writer,2001,Actress in a Leading Role,Judi Dench
528,Richard Eyre,Iris,1292119.0,Biography|Drama|Romance,91.0,alzheimer's disease|book|love|novelist|writer,2001,Actress in a Supporting Role,Kate Winslet
529,Spike Lee,Do the Right Thing,27545445.0,Drama,120.0,black militant|frustration|pizza|pizza parlor|pizzeria,1989,Actor in a Supporting Role,Danny Aiello
530,Henry Koster,The Robe,36000000.0,Drama|History,135.0,box office hit|crucifixion|nightmare|palestine|robe,1953,Actor,Richard Burton
531,Patty Jenkins,Monster,34468224.0,Biography|Crime|Drama|Thriller,109.0,beach|female criminal|hooker|lesbian|prostitute,2003,Actress in a Leading Role,Charlize Theron
532,David Lynch,The Elephant Man,,Biography|Drama,124.0,curiosity|exploitation|freak|hospital|physical deformity,1980,Actor in a Leading Role,John Hurt
533,Jean-Marc VallÌ©e,Dallas Buyers Club,27296514.0,Biography|Drama,117.0,drugs|fda|gay community|hiv|homophobia,2013,Actor in a Leading Role,Matthew McConaughey
534,Jean-Marc VallÌ©e,Dallas Buyers Club,27296514.0,Biography|Drama,117.0,drugs|fda|gay community|hiv|homophobia,2013,Actor in a Supporting Role,Jared Leto
535,Stephen Daldry,Billy Elliot,21994911.0,Drama|Music,110.0,audition|ballet|boxing|miner|miners strike,2000,Actress in a Supporting Role,Julie Walters
536,Robert Duvall,The Apostle,20733485.0,Drama,134.0,church|louisiana|minister|preacher|texas,1997,Actor in a Leading Role,Robert Duvall
537,Richard Glatzer,Still Alice,18656400.0,Drama,101.0,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,2014,Actress in a Leading Role,Julianne Moore
538,Frank Borzage,A Farewell to Arms,,Drama|Romance|War,79.0,1910s|ambulance driver|italy|lake|nurse,1957,Actor in a Supporting Role,Vittorio De Sica
539,John Cameron Mitchell,Rabbit Hole,2221809.0,Drama,91.0,car|comic book|comic book artist|iphone|memory,2010,Actress in a Leading Role,Nicole Kidman
540,Billy Bob Thornton,Sling Blade,24475416.0,Drama,148.0,friend|mental institution|murder|repair shop|small town,1996,Actor in a Leading Role,Billy Bob Thornton
541,Darren Aronofsky,Requiem for a Dream,3609278.0,Drama,102.0,addiction|diet pill|drug addiction|fast motion scene|heroin,2000,Actress in a Leading Role,Ellen Burstyn
542,Oliver Stone,Salvador,,Drama|History|Thriller|War,122.0,1980s|el salvador|political thriller|reagan administration|war journalism,1986,Actor in a Leading Role,James Woods
543,Jonathan Glazer,Sexy Beast,6940281.0,Crime|Thriller,89.0,boulder|gangster|one last job|spain|villa,2001,Actor in a Supporting Role,Ben Kingsley
544,Niki Caro,Whale Rider,20772796.0,Drama|Family,101.0,girl|maori|new zealand|tradition|whale,2003,Actress in a Leading Role,Keisha Castle-Hughes
545,Neil Jordan,The Crying Game,62549000.0,Crime|Drama|Romance|Thriller,112.0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,1992,Actor in a Leading Role,Stephen Rea
546,Neil Jordan,The Crying Game,62549000.0,Crime|Drama|Romance|Thriller,112.0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,1992,Actor in a Supporting Role,Jaye Davidson
547,Sofia Coppola,Lost in Translation,44566004.0,Drama,101.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,2003,Actor in a Leading Role,Bill Murray
548,Woody Allen,Annie Hall,39200000.0,Comedy|Romance,93.0,breaking the fourth wall|comedian|jewish|neurosis|singer,1977,Actor in a Leading Role,Woody Allen
549,Woody Allen,Annie Hall,39200000.0,Comedy|Romance,93.0,breaking the fourth wall|comedian|jewish|neurosis|singer,1977,Actress in a Leading Role,Diane Keaton
550,Marc Forster,Monster's Ball,31252964.0,Drama|Romance,112.0,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,2001,Actress in a Leading Role,Halle Berry
551,Mike Figgis,Leaving Las Vegas,31968347.0,Drama|Romance,111.0,alcoholic|bar|love|prostitute|sex,1995,Actor in a Leading Role,Nicolas Cage
552,Mike Figgis,Leaving Las Vegas,31968347.0,Drama|Romance,111.0,alcoholic|bar|love|prostitute|sex,1995,Actress in a Leading Role,Elisabeth Shue
553,Billy Wilder,The Front Page,,Comedy|Drama|Romance,105.0,1920s|communist|escape from jail|newspaper|reporter,1930/1931,Actor,Adolphe Menjou
554,Lisa Cholodenko,The Kids Are All Right,20803237.0,Comedy|Drama,106.0,biological father|college|motorcycle|sperm|sperm donor,2010,Actor in a Supporting Role,Mark Ruffalo
555,Lisa Cholodenko,The Kids Are All Right,20803237.0,Comedy|Drama,106.0,biological father|college|motorcycle|sperm|sperm donor,2010,Actress in a Leading Role,Annette Bening
556,Richard Linklater,Boyhood,25359200.0,Drama,165.0,12 year time span|coming of age|domestic abuse|growing up|separated parents,2014,Actor in a Supporting Role,Ethan Hawke
557,Richard Linklater,Boyhood,25359200.0,Drama,165.0,12 year time span|coming of age|domestic abuse|growing up|separated parents,2014,Actress in a Supporting Role,Patricia Arquette
558,Wayne Kramer,The Cooler,8243880.0,Crime|Drama|Fantasy|Romance,101.0,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,2003,Actor in a Supporting Role,Alec Baldwin
559,Fred Zinnemann,A Man for All Seasons,,Biography|Drama|History,120.0,catholic|chancellor|divorce|king henry viii|thomas more,1966,Actor,Paul Scofield
560,Fred Zinnemann,A Man for All Seasons,,Biography|Drama|History,120.0,catholic|chancellor|divorce|king henry viii|thomas more,1966,Actor in a Supporting Role,Robert Shaw
561,Fred Zinnemann,A Man for All Seasons,,Biography|Drama|History,120.0,catholic|chancellor|divorce|king henry viii|thomas more,1966,Actress in a Supporting Role,Wendy Hiller
562,Sidney Lumet,Network,,Drama|Romance,121.0,media|monologue|television|television network|television news,1976,Actor in a Leading Role,Peter Finch
563,Sidney Lumet,Network,,Drama|Romance,121.0,media|monologue|television|television network|television news,1976,Actor in a Leading Role,William Holden
564,Sidney Lumet,Network,,Drama|Romance,121.0,media|monologue|television|television network|television news,1976,Actor in a Supporting Role,Ned Beatty
565,Sidney Lumet,Network,,Drama|Romance,121.0,media|monologue|television|television network|television news,1976,Actress in a Leading Role,Faye Dunaway
566,Sidney Lumet,Network,,Drama|Romance,121.0,media|monologue|television|television network|television news,1976,Actress in a Supporting Role,Beatrice Straight
567,Victor Fleming,Gone with the Wind,198655278.0,Drama|History|Romance|War,226.0,battle of the sexes|gallantry|honesty|indifference|scandal,1939,Actor,Clark Gable
568,Victor Fleming,Gone with the Wind,198655278.0,Drama|History|Romance|War,226.0,battle of the sexes|gallantry|honesty|indifference|scandal,1939,Actress,Vivien Leigh
569,Victor Fleming,Gone with the Wind,198655278.0,Drama|History|Romance|War,226.0,battle of the sexes|gallantry|honesty|indifference|scandal,1939,Actress in a Supporting Role,Olivia de Havilland
570,Victor Fleming,Gone with the Wind,198655278.0,Drama|History|Romance|War,226.0,battle of the sexes|gallantry|honesty|indifference|scandal,1939,Actress in a Supporting Role,Hattie McDaniel
571,Victor Fleming,Gone with the Wind,198655278.0,Drama|History|Romance|War,226.0,battle of the sexes|gallantry|honesty|indifference|scandal,1939,Special Award,William Cameron Menzies
572,John Schlesinger,Midnight Cowboy,,Drama,113.0,gay|homosexual|homosexuality|hustler|male rear nudity,1969,Actor,Dustin Hoffman
573,John Schlesinger,Midnight Cowboy,,Drama,113.0,gay|homosexual|homosexuality|hustler|male rear nudity,1969,Actor,Jon Voight
574,John Schlesinger,Midnight Cowboy,,Drama,113.0,gay|homosexual|homosexuality|hustler|male rear nudity,1969,Actress in a Supporting Role,Sylvia Miles
575,Fred Zinnemann,The Nun's Story,,Drama,149.0,belgium|congo|convent|nun|nurse,1959,Actress,Audrey Hepburn
576,Bill Condon,Gods and Monsters,6390032.0,Biography|Drama,105.0,friendship|gardener|gay interest|homosexual|memory,1998,Actor in a Leading Role,Ian McKellen
577,Bill Condon,Gods and Monsters,6390032.0,Biography|Drama,105.0,friendship|gardener|gay interest|homosexual|memory,1998,Actress in a Supporting Role,Lynn Redgrave
578,Damien Chazelle,Whiplash,13092000.0,Drama|Music,107.0,conservatory|drummer|emotional abuse|music school|obsession,2014,Actor in a Supporting Role,J.K. Simmons
579,Roman Polanski,Rosemary's Baby,,Drama|Horror,136.0,devil worship|incubus|paranoia|raped by a demon|satanism,1968,Actress in a Supporting Role,Ruth Gordon
580,Joshua Marston,Maria Full of Grace,6517198.0,Crime|Drama,101.0,colombia|colombian|drug mule|money|stomach,2004,Actress in a Leading Role,Catalina Sandino Moreno
581,Mike Mills,Beginners,5776314.0,Comedy|Drama|Romance,105.0,actress|cancer|death|french|gay relationship,2011,Actor in a Supporting Role,Christopher Plummer
582,Frank Capra,It's a Wonderful Life,,Drama|Family|Fantasy|Romance,118.0,angel|bank|guardian angel|second chance|small town life,1946,Actor,James Stewart
583,Yimou Zhang,Coming Home,377420.0,Drama,109.0,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,1978,Actor in a Leading Role,Jon Voight
584,Yimou Zhang,Coming Home,377420.0,Drama,109.0,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,1978,Actor in a Supporting Role,Bruce Dern
585,Yimou Zhang,Coming Home,377420.0,Drama,109.0,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,1978,Actress in a Leading Role,Jane Fonda
586,Yimou Zhang,Coming Home,377420.0,Drama,109.0,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,1978,Actress in a Supporting Role,Penelope Milford
587,James Ivory,A Room with a View,20966644.0,Drama|Romance,117.0,male nudity|male pubic hair|nude bathing|piano|pubic hair,1986,Actor in a Supporting Role,Denholm Elliott
588,James Ivory,A Room with a View,20966644.0,Drama|Romance,117.0,male nudity|male pubic hair|nude bathing|piano|pubic hair,1986,Actress in a Supporting Role,Maggie Smith
589,Richard Brooks,Cat on a Hot Tin Roof,,Drama|Romance,108.0,cancer|football|homosexuality|marriage|mississippi,1958,Actor,Paul Newman
590,Richard Brooks,Cat on a Hot Tin Roof,,Drama|Romance,108.0,cancer|football|homosexuality|marriage|mississippi,1958,Actress,Elizabeth Taylor
591,David Lean,The Bridge on the River Kwai,27200000.0,Adventure|Drama|War,161.0,allies|bridge|construction|jungle|sabotage,1957,Actor,Alec Guinness
592,David Lean,The Bridge on the River Kwai,27200000.0,Adventure|Drama|War,161.0,allies|bridge|construction|jungle|sabotage,1957,Actor in a Supporting Role,Sessue Hayakawa
593,Billy Wilder,The Apartment,,Comedy|Drama|Romance,125.0,apartment|elevator|elevator girl|love|mistress,1960,Actor,Jack Lemmon
594,Billy Wilder,The Apartment,,Comedy|Drama|Romance,125.0,apartment|elevator|elevator girl|love|mistress,1960,Actor in a Supporting Role,Jack Kruschen
595,Billy Wilder,The Apartment,,Comedy|Drama|Romance,125.0,apartment|elevator|elevator girl|love|mistress,1960,Actress,Shirley MacLaine
596,Richard Brooks,Elmer Gantry,,Drama,146.0,1920s|evangelist|preacher|revival|traveling salesman,1960,Actor,Burt Lancaster
597,Richard Brooks,Elmer Gantry,,Drama,146.0,1920s|evangelist|preacher|revival|traveling salesman,1960,Actress in a Supporting Role,Shirley Jones
598,Stanley Kramer,Judgment at Nuremberg,,Drama|War,186.0,judge|law|nazi|nuremberg|war crime,1961,Actor,Maximilian Schell
599,Stanley Kramer,Judgment at Nuremberg,,Drama|War,186.0,judge|law|nazi|nuremberg|war crime,1961,Actor,Spencer Tracy
600,Stanley Kramer,Judgment at Nuremberg,,Drama|War,186.0,judge|law|nazi|nuremberg|war crime,1961,Actor in a Supporting Role,Montgomery Clift
601,Stanley Kramer,Judgment at Nuremberg,,Drama|War,186.0,judge|law|nazi|nuremberg|war crime,1961,Actress in a Supporting Role,Judy Garland
602,Walter Salles,Central Station,5595428.0,Drama,113.0,brazil|letter|rio de janeiro brazil|sertao|teacher,1998,Actress in a Leading Role,Fernanda Montenegro
603,Frank Capra,Pocketful of Miracles,,Comedy|Drama,136.0,1930s|apple|dude|luck|new york city,1961,Actor in a Supporting Role,Peter Falk
604,Craig Brewer,Hustle & Flow,22201636.0,Crime|Drama|Music,116.0,baby|friend|hip hop|pimp|stripper,2005,Actor in a Leading Role,Terrence Howard
605,Billy Wilder,Some Like It Hot,25000000.0,Comedy|Music|Romance,120.0,all girl band|band|cross dressing|musician|yacht,1959,Actor,Jack Lemmon
606,Victor Nunez,Ulee's Gold,9054736.0,Drama,113.0,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,1997,Actor in a Leading Role,Peter Fonda
607,Carroll Ballard,The Black Stallion,,Adventure|Family|Sport,118.0,black horse|boy horse relationship|horse|rescued by a horse|training,1979,Actor in a Supporting Role,Mickey Rooney
608,Mel Brooks,Blazing Saddles,119500000.0,Comedy|Western,93.0,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,1974,Actress in a Supporting Role,Madeline Kahn
609,Stanley Donen,Singin' in the Rain,,Comedy|Musical|Romance,103.0,actress|chorus girl|fan|friend|love,1952,Actress in a Supporting Role,Jean Hagen
610,Martin Ritt,Hud,,Drama,112.0,alcoholism|forename as title|rancher|rodeo cowboy|texas,1963,Actor,Paul Newman
611,Martin Ritt,Hud,,Drama,112.0,alcoholism|forename as title|rancher|rodeo cowboy|texas,1963,Actor in a Supporting Role,Melvyn Douglas
612,Martin Ritt,Hud,,Drama,112.0,alcoholism|forename as title|rancher|rodeo cowboy|texas,1963,Actress,Patricia Neal
613,James Algar,Fantasia,76400000.0,Animation|Family|Fantasy|Music,120.0,apprentice|classical music|disney|mouse|orchestra,1941,Special Award,Leopold Stokowski and Associates
